Temperature,FanSpeed,CPULoad,GPULoad,RAMUsage,VRAMUsage,IsOverheated
68.41694527491273,3640,0.9451746132273362,0.596624882477507,0.8325951127841502,0.33837281212735265,False
80.06325564606936,3283,0.26414475334656884,0.3237035194780926,0.36749898298412,0.7349806982207276,True
72.19343632501507,3041,0.5581158559070221,0.13791054263652358,0.2771705510621011,0.4726952474398026,False
68.14182280978278,1280,0.5139182207880896,0.2634553384706109,0.38498514016366925,0.4022319543663092,False
59.655835953723326,1762,0.2275403319134992,0.8019216154942121,0.7428644054545361,0.35691073410086815,False
75.21258791466593,2702,0.7520403133529143,0.13185911649539153,0.9197899641918162,0.7477633760977124,False
60.63110478838848,4046,0.7003797739036279,0.5384684770159368,0.12082102021921153,0.5548545053861025,False
92.42411005474558,3731,0.9614418150471566,0.8869983723137187,0.5000092797757324,0.43424784781890025,True
97.45639323507206,4089,0.20029197768372692,0.8649321359230816,0.45556821370996803,0.972331078065202,True
56.84090631780444,3348,0.6637901868843821,0.6103153972967771,0.8505101283284624,0.15057418794340963,False
85.42075266578652,4509,0.9026646136176517,0.17957028612695264,0.8701542628290655,0.457818235905756,True
67.0226443827033,3580,0.8420330861862403,0.764082843675091,0.7534775446320721,0.1542736538267473,False
69.76311927657525,2033,0.896959869651809,0.23731829906336072,0.6272813611386907,0.9067049344584845,False
94.79176468048627,2439,0.11718589952374617,0.5441008696001836,0.19502575230504038,0.7290611312815711,True
34.972524073852085,4207,0.16146391746054112,0.22645544121974526,0.42405814017009447,0.9881276676125669,False
36.09905097910785,4162,0.832459785382033,0.4098800856221304,0.35182246646050774,0.25205348391559146,False
31.4152878208228,1055,0.8766946214710052,0.8155770869942582,0.4688100343793774,0.48617891111564315,False
88.28338918835567,4414,0.9996651260734352,0.5406924355994411,0.8021372763437666,0.5164075896838147,True
84.47097256648954,1480,0.9816588121527386,0.4194460215141226,0.6568015395199005,0.839139606286109,True
90.90085037727735,2796,0.2004842848623688,0.1416420282682167,0.9031768407214761,0.17065924169316316,True
98.50328395629349,1530,0.48604805911359084,0.957518226859853,0.4035943152069634,0.6570699889521033,True
85.94109949517065,3387,0.43424841948602166,0.3387457533732695,0.2581433086739406,0.6831867493600199,False
62.30355535770523,1557,0.35304512258241005,0.8582873485490206,0.8067822355392328,0.2165606523561961,False
84.63704234005189,1650,0.838391984506588,0.8304272698620552,0.2754724774270946,0.684860234159329,True
38.27920981082532,1607,0.6686830742457854,0.7590837899212087,0.674001935961772,0.5803113635136083,False
74.79447149292668,2158,0.9879875743937475,0.9104811269674274,0.9284721622063167,0.49020750003712954,False
40.03473011863325,3539,0.7342141693850323,0.7903231033746085,0.6596213439928849,0.3571802171630736,False
96.12682419347087,1115,0.6861793693436531,0.1905764966954799,0.8570811417399623,0.3540130543701876,True
66.52938252250502,1361,0.9026344433114631,0.6763688085361179,0.6142965725062168,0.17684930035423496,False
59.02633579933665,3822,0.23723497601955215,0.3571821447141601,0.77284011168364,0.7000657978504359,False
48.51889284732388,2765,0.8324125895223368,0.2431406975884563,0.6258174108608933,0.2307661577959165,False
84.19635826039516,2387,0.28736981472967704,0.7044304353374305,0.5834166883375088,0.1069720084900141,False
61.9305232551584,1357,0.29648894980448065,0.4282078091951472,0.8599419667497379,0.5313668437382914,False
69.79037642080539,3479,0.4934393038492769,0.705745340307847,0.19878209013869427,0.8589825933350769,False
31.31528603054486,4801,0.4632850484179105,0.7437951636336361,0.25142694382461606,0.47356631223077306,False
73.2344847953114,3962,0.7118170168000568,0.9507365715305508,0.264893795054327,0.46507495451241543,False
72.8467005905695,4343,0.10320774099575908,0.282489902715157,0.45003261076758094,0.5518524149984172,False
73.18537978123298,1753,0.8468089294994718,0.4687189065169306,0.7853983252101742,0.6553279031351332,False
96.06236549602369,2244,0.29680063835111836,0.27575702565549465,0.6059248227285089,0.19818046560390765,True
77.72742093724383,2263,0.38136235611209746,0.8035285950790277,0.5223847090982563,0.35768408863958157,False
55.16555304016502,1773,0.8331544669229469,0.48899288822883236,0.5880059622512669,0.452956241927313,False
60.5922367659539,3695,0.7882310787579114,0.4945899969912104,0.8175768013108478,0.18606165622957044,False
78.83418371490853,4468,0.4968550962043512,0.13638865430494831,0.4523131796369606,0.2285135880069786,False
34.21578301404889,1187,0.5519413767843286,0.2568414594170272,0.33771789602736113,0.6978218993326337,False
76.67367008119675,1996,0.30510962742212533,0.6438290755490663,0.9625321120902971,0.18359710619253578,False
76.94465087327116,2712,0.24321513978153145,0.909506464411865,0.804788374061235,0.6948680987700931,False
